id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
37888,Mystique Palate,Yes,No,4.1,340,Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300.0,Delivery
37924,Zangos Grill,Yes,No,4.0,189,Koramangala 1st Block,Delivery,"Burgers, Pita Bread, Chicken Grill, French Fries, Peri Peri Chicken","BBQ, Fast Food",300.0,Delivery
37944,Pappu Chaiwalla,Yes,No,3.1,90,BTM,Quick Bites,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food",300.0,Delivery
37956,Momo Blues,Yes,No,3.9,28,Koramangala 5th Block,Quick Bites,"Momos, Noodles","Chinese, Momos, Nepalese, Tibetan",200.0,Delivery
38031,Ice Cream Works,Yes,No,4.1,194,Jayanagar,Dessert Parlor,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream","Desserts, Ice Cream",300.0,Delivery
38037,Petoo,Yes,No,3.9,60,Koramangala 4th Block,Quick Bites,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet","North Indian, South Indian",300.0,Delivery
38046,Sandwichwallas,Yes,No,3.9,105,Jayanagar,Quick Bites,"Garlic Bread, Sandwiches, Aloo Tikki Burger, Club Sandwich, White Sauce Pasta, Garlic Rice",Fast Food,200.0,Delivery
38051,The House Of Paratha,Yes,No,3.7,70,Koramangala 5th Block,Quick Bites,Cheese Paratha,North Indian,200.0,Delivery
38089,Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,132,Brigade Road,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel",Ice Cream,180.0,Delivery
38252,Pop Hop,Yes,No,4.1,206,Jayanagar,Dessert Parlor,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate","Ice Cream, Desserts",300.0,Delivery
38331,Chai Kraft,Yes,No,4.1,32,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0,Delivery
38438,Maiyas,Yes,No,4.0,1785,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200.0,Delivery
38562,Davangere Benna Dose Hotel,Yes,No,4.1,92,Jayanagar,Quick Bites,"Benne Dosa, Idli, Coffee",South Indian,100.0,Delivery
38789,Samosa Party,No,No,4.1,45,Koramangala 5th Block,Quick Bites,"Chai, Aloo Samosa, Tea","Street Food, Fast Food",150.0,Delivery
38817,BTM Ghar ka Khana,No,No,3.7,127,BTM,Quick Bites,"Matar Paneer, Paratha, Chole Bhature, Lassi",North Indian,200.0,Delivery
39243,Juicy,No,No,3.9,44,Koramangala 5th Block,Beverage Shop,"Sandwiches, Mango Shake","Beverages, Juices, Fast Food",200.0,Desserts
39244,Ibaco,Yes,No,4.2,350,Koramangala 4th Block,Dessert Parlor,"Icecream Cake, Hot Chocolate, Brownie, Fig N Honey, Chocolate Fudge, Custard Apple, Cream Cake",Desserts,300.0,Desserts
39296,Natural Ice Cream,No,No,4.5,942,Koramangala 1st Block,Dessert Parlor,"Coffee Walnut, Chocolate Icecreams, Tender Coconut Ice Cream, Thandai, Mango Ice Cream, Fruit Ice Cream, Custard Apple","Ice Cream, Beverages",200.0,Desserts
39717,Vasudev Adiga's,No,No,2.9,291,Koramangala 4th Block,Casual Dining,"Filter Coffee, Mysore Masala Dosa, Buttermilk, Idli, Rava Dosa, Neer Dosa, Thali","South Indian, North Indian, Chinese, Street Food",250.0,Dine-out
39777,Khatta Meetha Teekha,Yes,No,4.3,194,Koramangala 6th Block,Quick Bites,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages",300.0,Dine-out
39781,IDC Kitchen,No,No,4.2,54,Koramangala 5th Block,Quick Bites,"Masala Idli, Filter Coffee",South Indian,200.0,Dine-out
39965,Jose's Mess,No,No,4.4,320,BTM,Mess,"Beef Fry, Masala Dosa, Chicken Curry, Fish Fry, Chicken Biryani, Roast Beef, Beef Curry","Kerala, South Indian, Biryani",300.0,Dine-out
40022,Sri Vishnu Park,Yes,No,3.8,102,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",350.0,Dine-out
40183,Habitts,Yes,No,3.7,62,BTM,Quick Bites,Nutella Waffle,"Fast Food, Burger, Italian, Beverages",350.0,Dine-out
40762,Pathaan Sir,Yes,No,3.8,93,Frazer Town,Quick Bites,"Rolls, Fries, Egg Roll","Rolls, Chinese",300.0,Delivery
40797,Chetty's Corner,Yes,No,4.2,740,Seshadripuram,Quick Bites,"Burgers, Bun Nippat Masala, Masala Cola, Pizza, Masala Pepsi, Masala Soda, Sandwiches","Fast Food, Pizza, Sandwich",250.0,Delivery
40817,Bombay Vada Pav Corner,Yes,No,4.2,84,Seshadripuram,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Samosa Pav",Street Food,150.0,Delivery
40819,Kaati Zone,Yes,No,3.0,165,Church Street,Quick Bites,"Rolls, Chicken Tikka Roll, Cheese Roll","Fast Food, Biryani, Rolls",350.0,Delivery
40828,Chai Point,Yes,No,3.9,272,MG Road,"Beverage Shop, Quick Bites","Banana Cake, Ginger Tea, Samosa, Chicken Sandwich, Masala Chai, Ginger Chai, Masala Tea","Tea, Fast Food, Beverages, Sandwich",250.0,Delivery
40860,The Brekkie Shop,Yes,No,3.2,65,MG Road,Kiosk,"Pasta, Fruit Parfait","Healthy Food, Sandwich",300.0,Delivery
40864,Hotel Ramprasad,Yes,No,4.2,94,Brigade Road,Quick Bites,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney","South Indian, Chinese",300.0,Delivery
40887,Just Shawarma,Yes,No,3.8,111,Ulsoor,Quick Bites,"Rolls, Whole Meat Shawarma",Arabian,300.0,Delivery
40940,Khan Saheb Grills and Rolls,Yes,No,4.0,186,Commercial Street,Quick Bites,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti","Fast Food, Rolls",350.0,Delivery
41157,Gundappa Donne Biryani,Yes,No,3.8,177,Seshadripuram,Quick Bites,"Chilli Chicken, Chicken Curry, Mutton Biryani, Gundappa Donne Biryani",Biryani,300.0,Delivery
41170,Mummy Dhaba,Yes,No,3.4,48,Ulsoor,Quick Bites,Dal Makhani,North Indian,300.0,Delivery
41287,Rolls On Wheels,No,No,3.7,62,Cunningham Road,Quick Bites,"Rolls, Momos, Paneer Roll, Veggie Roll",Fast Food,200.0,Delivery
41313,Natural Ice Cream,No,No,4.2,222,St. Marks Road,Dessert Parlor,"Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Beverages",200.0,Delivery
41471,Bhagatram Sweets,No,No,3.4,225,Commercial Street,Quick Bites,"Gulab Jamun, Jalebi, Samosa, Chole, Sev Puri, Rasgulla, Masala Poori","Street Food, Mithai",300.0,Desserts
41574,Sangam Sweets,Yes,No,4.0,122,Majestic,Quick Bites,"Panipuri, Paratha, Dhokla, Vada Pav, Hot Badam Milk, Chaat, Thali","Mithai, Street Food",200.0,Desserts
42057,Nisarga Garden,No,No,4.0,90,Infantry Road,Quick Bites,"Akki Rottis, Rumali Roti, Masala Dosa, Vada, Raagi Roti, Rava Idli, Coffee","South Indian, Chinese, Street Food, Juices",300.0,Dine-out
42064,Sri Saravana Bhavan,No,No,3.9,77,Commercial Street,Quick Bites,"Filter Coffee, Idli",South Indian,150.0,Dine-out
42113,Vasudev Adiga's,No,No,3.4,60,Church Street,Quick Bites,"Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese, Street Food",250.0,Dine-out
42121,Gundappa Donne Biryani,No,No,3.7,163,St. Marks Road,Quick Bites,"Chilli Chicken, Mutton Biryani, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab",Biryani,300.0,Dine-out
42309,Lakshmi Natraja Refreshments,No,No,4.3,206,Majestic,Quick Bites,"Podi Masala Dosa, Crispy Masala Dosa, Idli, Vada, Coffee, Paper Plain Dosa, Aloo Palya",South Indian,150.0,Dine-out
42310,IDC Kitchen,No,No,4.1,60,Majestic,Quick Bites,"Idli, Coffee",South Indian,200.0,Dine-out
42316,Mudde Madappa Mess,No,No,4.1,91,Majestic,Quick Bites,"Ragi Mudde, Buttermilk",South Indian,150.0,Dine-out
42328,Punjabi Dhaba,No,No,3.6,79,Majestic,Dhaba,"Naan, Rumali Roti",North Indian,350.0,Dine-out
42448,Sukh Sagar Food Court,No,No,3.8,54,Majestic,Quick Bites,"Pav Bhaji, Chaat, Panipuri, Grilled Sandwich, Hot Dog, Bhel Puri, Masala Poori","North Indian, South Indian, Chinese, Desserts, Street Food",350.0,Dine-out
42605,Kalmane Koffees,No,No,3.7,117,Malleshwaram,Cafe,"Filter Coffee, Hot Coffee, Chaat, Brownie, Tea",Cafe,350.0,Cafes
42631,Deccan House,Yes,No,4.0,409,New BEL Road,Quick Bites,"Hyderabadi Biryani, Chicken Biryani, Vegetable Biryani","Hyderabadi, Biryani",350.0,Delivery
42656,Just Shawarma,Yes,No,3.8,179,New BEL Road,Quick Bites,"Whole Meat Shawarma, Malgoum Shawarma, Roti, Kerala Parotta, Pita Bread",Arabian,300.0,Delivery
42658,Amrut,Yes,No,3.5,250,Malleshwaram,Quick Bites,Paratha,"North Indian, Chinese, Fast Food",300.0,Delivery
42659,Fishing Boat,Yes,No,4.0,89,Yeshwantpur,Quick Bites,Bamboo Chicken Biryani,"Kerala, South Indian, Chinese",300.0,Delivery
42699,Chick Inn,Yes,No,3.8,99,Rajajinagar,Quick Bites,"Burgers, Popcorn, Chicken Roll",Fast Food,300.0,Delivery
42702,Chai Point,Yes,No,4.0,108,New BEL Road,"Beverage Shop, Quick Bites","Tea, Chai, Poha","Fast Food, Beverages",250.0,Delivery
42703,Brahmins' Thatte Idli,Yes,No,4.1,181,Sanjay Nagar,Quick Bites,"Vada, Idli, Pongal, Upma, Tea, Kesari Bath, Coffee",South Indian,100.0,Delivery
42712,Roy Hotel & Restaurant,Yes,No,4.0,124,New BEL Road,Quick Bites,"Mishti Doi, Doi Katla, Mutton Kosha, Fish Curry, Aloo Posto, Gulab Jamun","Bengali, North Indian",300.0,Delivery
42723,Rishi's Paratha Plaza,Yes,No,3.9,244,Sanjay Nagar,Quick Bites,"Dhokla, Tea, Lassi, Tiranga Paratha, Sandwich, Pizza Parantha, Rasgulla",North Indian,250.0,Delivery
42743,Bhavani Vada Pav,Yes,No,4.0,106,Yeshwantpur,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Chaat, Misal Pav, Bread Pakora, Jumbo Vada Pavs",Fast Food,150.0,Delivery
42761,Totaram's Paranthas,Yes,No,3.5,140,New BEL Road,Quick Bites,"Cheese Paratha, Lassi, Pizza, Paneer Parantha",North Indian,300.0,Delivery
42768,Ginger,Yes,No,3.6,159,Sanjay Nagar,Quick Bites,"Butter Chicken, Tandoori Chicken, Rolls, Chicken Masala, Chicken Tikka, Roti","North Indian, Chinese",350.0,Delivery
42796,Patiala Lassi,Yes,No,4.1,135,Sanjay Nagar,Beverage Shop,"Punjabi Lassi, Patiyala Lassi, Sweet Lassi, Mango Lassi, Sandwich",Beverages,150.0,Delivery
42810,By 2 Coffee,Yes,No,4.1,219,Malleshwaram,Quick Bites,"Filter Coffee, Kharabath, Masala Dosa, Tea, Idli Vada, Kesari Bath",South Indian,100.0,Delivery
42821,Salaam Sigri Rolls & Kebabs,Yes,No,3.8,162,New BEL Road,Quick Bites,"Rolls, Chicken Tikka, Chicken Seekh Roll, Seekh Kebab, Aloo Tikka Roll, Murgh Malai Kebab, Beda Roti","Rolls, Mughlai",300.0,Delivery
42838,Dhadoom,Yes,No,4.0,58,Malleshwaram,Food Court,"Fries, Sandwich, Paan Shake, Pasta, Sandwiches, Noodles, Pizza","North Indian, Street Food, Pizza, Burger, Sandwich",300.0,Delivery
42860,Aramane Restaurant,Yes,No,3.0,75,Rajajinagar,Quick Bites,"Vada, Sweet Corn Soup","South Indian, Chinese, Fast Food",300.0,Delivery
42867,The Big Bellyz,Yes,No,3.9,105,Malleshwaram,Quick Bites,"Momos, Pizza, Nachos, Burgers, Pasta","Fast Food, Beverages, Momos",300.0,Delivery
42869,Upsouth,Yes,No,4.1,489,Malleshwaram,Quick Bites,"Filter Coffee, Crispy Dosa, Vada, Burgers, Mini Idlis, Ghee Roast Masala Dosa, Paratha",South Indian,300.0,Delivery
42876,Ragoo's Kitchen,Yes,No,3.1,94,Rajajinagar,Quick Bites,Mutton Biryani,"Mangalorean, Chinese, North Indian, Biryani",350.0,Delivery
42881,Maiyas,Yes,No,3.9,291,Malleshwaram,"Quick Bites, Bakery","Masala Dosa, Akki Rottis, Filter Coffee, Tea, Bonda Soup, Puri Saagu, Vada","South Indian, North Indian, Chinese, Bakery, Desserts",300.0,Delivery
42938,Absolute Waffles,Yes,No,3.9,49,New BEL Road,Dessert Parlor,Waffles,"Desserts, Fast Food",200.0,Delivery
42965,Momo Shop,Yes,No,4.0,124,RT Nagar,Quick Bites,"Chaap, Egg Noodles, Chicken Momo, Veg Momos, Wheat Momo, Thukpa","Momos, Street Food, Rolls",200.0,Delivery
42982,Bon Appetit Resto,Yes,No,3.8,50,New BEL Road,Delivery,Biryani,"North Indian, Chinese",300.0,Delivery
42988,Oottupura,Yes,No,2.6,166,New BEL Road,Quick Bites,"Chicken Grill, Shawarma, Rolls, Biryani, Kerala Parotta","Kerala, North Indian, Chinese, Rolls, Juices",350.0,Delivery
43029,Iyer Mess,Yes,No,4.1,327,Malleshwaram,Mess,"Masala Vada, Buttermilk",South Indian,150.0,Delivery
43045,Shree Mahalakshmi Sweets,Yes,No,3.9,61,Basaveshwara Nagar,Sweet Shop,"Mysore Pak, Samosa","Mithai, Street Food",100.0,Delivery
43126,Kitchen Katta,Yes,No,4.1,196,Sanjay Nagar,Quick Bites,"Misal Pav, Vada Pav, Buttermilk, Dabeli, Sabudana Vada, Shrikhand, Sabudana Khichdi",Maharashtrian,300.0,Delivery
43205,Asha Sweets Centre,Yes,No,4.3,124,Malleshwaram,Sweet Shop,"Badam Milk, Kaju Barfi, Kachori, Rabri, Malpua","Mithai, Street Food",250.0,Desserts
43229,Amrith Ice Cream,No,No,4.1,81,Malleshwaram,Dessert Parlor,Hot Chocolate Fudge,Ice Cream,100.0,Desserts
43236,Gelato Italiano,No,No,3.8,51,Malleshwaram,Dessert Parlor,"Gelato, New York Cheesecake, Strawberry Cheesecake, Belgian Chocolate, Kulfi","Ice Cream, Bakery, Desserts",200.0,Desserts
43367,Brahmin's Coffee Bar,No,No,3.9,282,Malleshwaram,Quick Bites,"Rava Idli, Benne Masala Dosa, Filter Coffee, Tea, Pav Bhaji, Pongal, Curd Vadai",South Indian,250.0,Dine-out
43378,Temple Meals,No,No,3.8,76,Malleshwaram,Quick Bites,Banana Leaf Meal,South Indian,200.0,Dine-out
43379,New Krishna Bhavan,No,No,4.2,600,Malleshwaram,Quick Bites,"Neer Dosa, Filter Coffee, Button Idli, Benne Masala Dosa, Puri Saagu, Badam Halwa, Vada","South Indian, North Indian, Chinese",200.0,Dine-out
43388,Namma Kudla,No,No,4.2,62,Malleshwaram,Quick Bites,"Thali, Idli, Neer Dosa","South Indian, Mangalorean",350.0,Dine-out
43389,Sai Shakti,No,No,4.0,212,Malleshwaram,Quick Bites,"Shahi Paneer, Custard, Rajma, Sweet Lassi, Protein Chapati, Biryani, Jeera Rice",North Indian,250.0,Dine-out
43402,Chetty's Corner,No,No,4.0,52,Malleshwaram,Quick Bites,"Sandwiches, Sandwich, Bun Nippat Cheese","Fast Food, Pizza, Sandwich",250.0,Dine-out
43408,Veg By Nature,No,No,2.9,57,Malleshwaram,Quick Bites,"Chilli Paneer, Manchurian, Aloo Paratha, Dahipuri",North Indian,300.0,Dine-out
43417,Falafel's - The Lebanese Haus,No,No,3.9,47,Malleshwaram,Quick Bites,"Shawarma, Chicken Shawarama, Falafel Wrap, Lemonade",Lebanese,300.0,Dine-out
43425,Sri Sairam's Chats and Juice,No,No,4.2,471,Malleshwaram,Quick Bites,"Chaat, Dahipuri, Chips, Masala Poori, Bhel Puri, Jal-jeera, Sev Puri",Street Food,100.0,Dine-out
43530,HVR Veg,Yes,No,4.5,96,Seshadripuram,Quick Bites,"Vada, Masala Idli, Benne Khali Dosa, Benne Masala Dosa, Set Dosa, Filter Coffee",South Indian,300.0,Dine-out
43536,Hotel Ayodhya Upahar,No,No,3.9,46,Sadashiv Nagar,Quick Bites,"Coffee, Bonda Soup, Masala Dosa, Neer Dosa","South Indian, Chinese",200.0,Dine-out
43568,Priyadarshini Veg,No,No,3.9,156,Yeshwantpur,Quick Bites,"Idli, Masala Dosa","North Indian, South Indian, Chinese",300.0,Dine-out
43872,Food Zone,Yes,No,3.4,313,Marathahalli,Quick Bites,"Roti, Fish Fry, Egg Noodles","North Indian, Chinese",300.0,Delivery
43893,Handi Biryani,Yes,No,3.9,94,Marathahalli,Quick Bites,"Hyderabadi Biryani, Dum Biryani, Chicken Biryani","Hyderabadi, Biryani",300.0,Delivery
43894,Chai Point,Yes,No,3.8,94,Marathahalli,Beverage Shop,"Banana Cake, Ginger Lemon Tea, Poha, Mango Shake, Masala Chai, Paneer Sandwich, Vada Pav","Fast Food, Beverages",250.0,Delivery
43900,Food Mood,Yes,No,3.7,53,Whitefield,Delivery,Liti Chokha,North Indian,350.0,Delivery
43906,Dil Punjabi,Yes,No,2.6,159,Marathahalli,Quick Bites,Paratha,North Indian,300.0,Delivery
43912,Eat Eroo - Bombay Vada Pav,Yes,No,4.0,312,Marathahalli,Quick Bites,"Dabeli, Pav Bhaji, Cheese Vada Pav",Street Food,150.0,Delivery
43920,Ande Ka Funda,Yes,No,3.3,228,Marathahalli,Quick Bites,Paratha,"North Indian, Chinese, Rolls",250.0,Delivery
43930,The Waffcake Legacy,Yes,No,4.0,174,Marathahalli,Dessert Parlor,"Waffles, Pancakes, Liti Chokha, Ginger Tea, Poha, Maggi, Sandwiches","Desserts, Street Food, Sandwich, Beverages",350.0,Delivery
43944,Chatora,Yes,No,3.4,115,Marathahalli,"Takeaway, Delivery","Chole Bhature, Paratha, Veg Thali, Poori Bhaji, Chaat, Chhole Bhature","North Indian, Fast Food, Street Food",300.0,Delivery
43973,Samosa Singh,Yes,No,4.0,244,Marathahalli,Quick Bites,"Veg Platter, Chicken Kebab Roll, Chai, Aloo Samosa, Chicken Samosa","Street Food, Fast Food, Rolls, Desserts",200.0,Delivery
43991,Sai Foods,No,No,4.1,123,Marathahalli,Quick Bites,"Paratha, Veg Thali, Chole Bhature, Gulab Jamun, Lassi, Dal Fry, Roti",North Indian,200.0,Delivery
44009,Stonelicious,Yes,No,4.1,287,Marathahalli,Dessert Parlor,"Waffles, Chocolate Avalanche, Chocolate Volcano, Lava Cake","Desserts, Ice Cream",300.0,Delivery
44037,TBC - The Breakfast Company,Yes,No,3.8,27,Marathahalli,Quick Bites,"Poha, Aloo Paratha","Bihari, North Indian, South Indian",150.0,Delivery
44187,Al-Bek,Yes,No,3.7,129,"Varthur Main Road, Whitefield","Takeaway, Delivery",Mutton Biryani,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300.0,Delivery
44191,Punjabi Twist,Yes,No,4.2,220,Marathahalli,Quick Bites,"Mutton Thali, Salad, Palak Paneer, Chicken Curry, Butter Chicken, Buttermilk, Shahi Paneer",North Indian,300.0,Delivery
44211,Delhi Walle,Yes,No,3.9,632,Marathahalli,Quick Bites,"Chole Bhature, Deluxe Thali, Lassi, Chaat, Aloo Paratha, Soya Chaap Biryani, Dahipuri","North Indian, Street Food",300.0,Delivery
44212,Lassi Corner,Yes,No,3.7,143,Marathahalli,Beverage Shop,"Lassi, Brownie, Faluda, Kulfi, Coffee","Beverages, Desserts",300.0,Delivery
44236,Makers of Milkshakes,Yes,No,4.0,105,Marathahalli,Beverage Shop,"Blackcurrant Shake, Nutella Shake",Beverages,300.0,Delivery
44262,Just Shawarma,Yes,No,3.8,198,Brookefield,Quick Bites,"French Fries, Whole Meat Shawarma, Chicken Shawarama",Arabian,300.0,Delivery
44269,Deli Chats and Sweets,Yes,No,4.1,50,Marathahalli,Quick Bites,"Chole, Samosa Chaat, Papdi Chaat, Dahipuri, Sev Puri, Chai, Panipuri","Street Food, Mithai",200.0,Delivery
44275,Lion King,Yes,No,3.8,76,Kaggadasapura,Quick Bites,"Chicken Noodle, Momos","Chinese, Momos",250.0,Delivery
44281,Odisha Platter,Yes,No,3.8,295,Marathahalli,Quick Bites,"Mutton Curry, Veg Thali",Oriya,350.0,Delivery
44308,Rolls Plaza,Yes,No,3.7,63,Marathahalli,Quick Bites,"Rolls, Rice, Biryani","Fast Food, Chinese, Rolls",200.0,Delivery
44314,Artinci Artisanal Ice Cream,Yes,No,4.2,44,Marathahalli,Dessert Parlor,"Coffee, Vanilla Ice Cream, Almond Ice Cream","Desserts, Ice Cream",300.0,Delivery
44341,Agraharam Meal,No,No,3.7,61,Kaggadasapura,"Takeaway, Delivery",Vada,"North Indian, South Indian",300.0,Delivery
44407,Cafe Petu,Yes,No,3.8,374,Marathahalli,Quick Bites,"Paratha, Pizza Parantha, Sandwich, Tea, Honey Chilli Potatoes, Pasta Alfredo, Coffee","North Indian, Sandwich",300.0,Delivery
44425,Parrattha Ssinghh,Yes,No,4.1,48,Marathahalli,Quick Bites,"Aloo Paratha, Dal Makhani, Chaat",North Indian,250.0,Delivery
44440,Puchkas,Yes,No,4.1,685,Marathahalli,Quick Bites,"Chaat, Panipuri, Jalebi, Vada Pav, Samosa, Chole Bhature, Gol Gappe","Street Food, North Indian",200.0,Delivery
44459,Aashish Foods,Yes,No,3.8,35,Marathahalli,Quick Bites,"Paratha, Thali, Rajma",North Indian,150.0,Delivery
44486,Luscious Folks,Yes,No,3.9,219,Marathahalli,Quick Bites,"Roti, Rice",North Indian,250.0,Delivery
44489,Kudil Kerala Kitchen,Yes,No,3.8,49,Marathahalli,Quick Bites,"Roast Chicken, Appam, Kadala Curry, Fish Fry",Kerala,300.0,Delivery
44492,Venad Kitchen,Yes,No,3.8,93,Kaggadasapura,"Takeaway, Delivery","Appam, Vegetable Stew, Chicken Fry, Pothichoru, Fish Curry, Chicken Curry",Kerala,300.0,Delivery
44511,Kaka Food Corner,Yes,No,3.4,89,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",North Indian,300.0,Delivery
44557,The Grilled & Fried,Yes,No,2.8,53,Marathahalli,Quick Bites,"Burgers, Chicken Fries, Chicken Grill, Hot Wings, Chicken Roll",Fast Food,300.0,Delivery
44575,Strawbees,Yes,No,3.8,52,Kaggadasapura,Bakery,Strawberry Cake,"Bakery, Desserts",350.0,Delivery
44593,Nashta Pani -The Gujarat's Special,Yes,No,3.4,85,Marathahalli,Quick Bites,"Thepla, Poha, Gujarati Food, Paratha, Chocolate Sandwich, Cheese Dabeli","Gujarati, Fast Food",200.0,Delivery
44625,Mother's Food,Yes,No,3.8,63,Whitefield,Quick Bites,"Non Veg Thali, Egg Maggi","North Indian, Chinese",200.0,Delivery
44626,Aahar Vihar,Yes,No,4.0,73,Marathahalli,Quick Bites,"Mutton Curry, Aloo Paratha",North Indian,250.0,Delivery
44680,Kaafi Desi,Yes,No,4.0,528,Marathahalli,Quick Bites,"Samosa, Jalebi, Rasmalai, Poha, Aloo Poori, Panipuri, Aloo Sabji","North Indian, Street Food",150.0,Delivery
44692,The London Shakes,Yes,No,4.1,59,Marathahalli,Quick Bites,"Pasta, Burgers, Pizza, Nachos, Exotic Garlic Bread, French Fries, Chocolate Shake","Fast Food, Beverages",300.0,Delivery
44739,Banchharam,No,No,3.8,98,Marathahalli,"Quick Bites, Sweet Shop","Rasgulla, Mishti Doi, Samosa, Gulab Jamun, Indian Sweets, Malai Roll","Street Food, Mithai",200.0,Desserts
44740,Vishal Sweets & Restaurant,No,No,3.7,132,Marathahalli,Quick Bites,"Chicken Kasha, Tawa Roti, Manchurian, Mutton Curry, Mutton Kosha, Prawn","North Indian, Chinese, Oriya, Mithai",250.0,Desserts
45109,Eat Eroo - South China,Yes,No,3.8,370,Marathahalli,Quick Bites,"Dabeli, Veg Manchow Soup, Momos, Hakka Noodles, Egg Roll, Rolls, Dragon Chicken","South Indian, Chinese",350.0,Dine-out
45135,Madurai Idly Shop,No,No,2.9,69,Marathahalli,Quick Bites,"Idli, Vada, Pongal, Onion Rava Dosa",South Indian,200.0,Dine-out
45192,Madurai Idli Dosa Shop,No,No,3.6,63,Marathahalli,Quick Bites,"Idli, Plain Dosa",South Indian,150.0,Dine-out
45422,Iyer Idly,No,No,4.0,112,Thippasandra,Quick Bites,Idli,South Indian,150.0,Dine-out
45440,Mayura Grand,No,No,3.9,92,Brookefield,Quick Bites,"Masala Dosa, Tea, Onion Dosa, Vada, Rava Idli, Kesari Bath","North Indian, South Indian, Chinese",350.0,Dine-out
45726,Kerala Pavilion,Yes,No,3.9,307,Domlur,Quick Bites,"Fish Curry, Roast Chicken, Kerala Parotta, Appam, Mutton Pepper Fry, Sea Food, Ghee Rice","Kerala, South Indian, Seafood, Biryani",300.0,Delivery
45737,Sri Udupi Park,Yes,No,4.2,781,Indiranagar,Quick Bites,"Idli Vada, Tea, Masala Dosa, Filter Coffee, Pav Bhaji, Kesari Bath, Chaat","South Indian, North Indian, Chinese, Beverages",300.0,Delivery
45783,Asha Sweets Center,Yes,No,4.2,61,Indiranagar,Takeaway,"Badam Milk, Kulfi, Rasmalai, Rasgulla, Masala Poori",Street Food,200.0,Delivery
45794,Chai Point,Yes,No,4.3,179,Indiranagar,"Beverage Shop, Quick Bites","Ginger Tea, Maggi, Ice Tea, Ginger Chai, Samosa, Lemon Tea, Vada Pav","Fast Food, Beverages",250.0,Delivery
45834,Krispy Kreme,Yes,No,4.1,261,Indiranagar,Dessert Parlor,"Donut, Filter Coffee, Cookie Crunch, Custard, Hot Chocolate, Hot Coffee, Latte","Desserts, Beverages",300.0,Delivery
45935,The Belgian Waffle Co.,Yes,No,4.0,74,Indiranagar,Dessert Parlor,"Waffles, Pancakes","Desserts, Beverages",350.0,Delivery
45939,The Brekkie Shop,Yes,No,3.8,61,Indiranagar,Delivery,"Sandwiches, Pasta, Poha, Fruit Parfait","Healthy Food, Sandwich",300.0,Delivery
45951,Lassi Shop,Yes,No,3.8,86,Indiranagar,"Dessert Parlor, Beverage Shop","Lassi, Faluda","Beverages, Juices, Ice Cream",100.0,Delivery
46031,Bite Me Cupcakes,Yes,No,4.2,631,Indiranagar,Dessert Parlor,"Cup Cake, Gooey Chocolate Cupcake, Tiramisu, Choco Cake",Desserts,300.0,Delivery
46087,Amande Patisserie,Yes,No,4.2,233,Lavelle Road,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300.0,Delivery
46112,Kanteen 038,Yes,No,3.9,54,Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast","Tea, Beverages, Fast Food",200.0,Delivery
